step,time_s,delta_rad,joint1_offset_rad,joint2_offset_rad,joint3_offset_rad,joint4_offset_rad,joint5_offset_rad,joint6_offset_rad,joint7_offset_rad
16,0.016,0.000001984385,0.000001984385,0.000001984385,0.000001984385,0.000001984385,-0.000001984385,0.000001984385,0.000001984385
17,0.017,0.000002240182,0.000002240182,0.000002240182,0.000002240182,0.000002240182,-0.000002240182,0.000002240182,0.000002240182
18,0.018,0.000002511482,0.000002511482,0.000002511482,0.000002511482,0.000002511482,-0.000002511482,0.000002511482,0.000002511482
19,0.019,0.000002798283,0.000002798283,0.000002798283,0.000002798283,0.000002798283,-0.000002798283,0.000002798283,0.000002798283
20,0.020,0.000003100587,0.000003100587,0.000003100587,0.000003100587,0.000003100587,-0.000003100587,0.000003100587,0.000003100587
21,0.021,0.000003418392,0.000003418392,0.000003418392,0.000003418392,0.000003418392,-0.000003418392,0.000003418392,0.000003418392
22,0.022,0.000003751700,0.000003751700,0.000003751700,0.000003751700,0.000003751700,-0.000003751700,0.000003751700,0.000003751700
23,0.023,0.000004100509,0.000004100509,0.000004100509,0.000004100509,0.000004100509,-0.000004100509,0.000004100509,0.000004100509
24,0.024,0.000004464819,0.000004464819,0.000004464819,0.000004464819,0.000004464819,-0.000004464819,0.000004464819,0.000004464819
25,0.025,0.000004844631,0.000004844631,0.000004844631,0.000004844631,0.000004844631,-0.000004844631,0.000004844631,0.000004844631
26,0.026,0.000005239944,0.000005239944,0.000005239944,0.000005239944,0.000005239944,-0.000005239944,0.000005239944,0.000005239944
27,0.027,0.000005650758,0.000005650758,0.000005650758,0.000005650758,0.000005650758,-0.000005650758,0.000005650758,0.000005650758
28,0.028,0.000006077073,0.000006077073,0.000006077073,0.000006077073,0.000006077073,-0.000006077073,0.000006077073,0.000006077073
29,0.029,0.000006518889,0.000006518889,0.000006518889,0.000006518889,0.000006518889,-0.000006518889,0.000006518889,0.000006518889
30,0.030,0.000006976206,0.000006976206,0.000006976206,0.000006976206,0.000006976206,-0.000006976206,0.000006976206,0.000006976206
31,0.031,0.000007449022,0.000007449022,0.000007449022,0.000007449022,0.000007449022,-0.000007449022,0.000007449022,0.000007449022
32,0.032,0.000007937339,0.000007937339,0.000007937339,0.000007937339,0.000007937339,-0.000007937339,0.000007937339,0.000007937339
33,0.033,0.000008441156,0.000008441156,0.000008441156,0.000008441156,0.000008441156,-0.000008441156,0.000008441156,0.000008441156
34,0.034,0.000008960473,0.000008960473,0.000008960473,0.000008960473,0.000008960473,-0.000008960473,0.000008960473,0.000008960473
35,0.035,0.000009495290,0.000009495290,0.000009495290,0.000009495290,0.000009495290,-0.000009495290,0.000009495290,0.000009495290
36,0.036,0.000010045605,0.000010045605,0.000010045605,0.000010045605,0.000010045605,-0.000010045605,0.000010045605,0.000010045605
37,0.037,0.000010611420,0.000010611420,0.000010611420,0.000010611420,0.000010611420,-0.000010611420,0.000010611420,0.000010611420
38,0.038,0.000011192734,0.000011192734,0.000011192734,0.000011192734,0.000011192734,-0.000011192734,0.000011192734,0.000011192734
39,0.039,0.000011789547,0.000011789547,0.000011789547,0.000011789547,0.000011789547,-0.000011789547,0.000011789547,0.000011789547
40,0.040,0.000012401858,0.000012401858,0.000012401858,0.000012401858,0.000012401858,-0.000012401858,0.000012401858,0.000012401858
41,0.041,0.000013029667,0.000013029667,0.000013029667,0.000013029667,0.000013029667,-0.000013029667,0.000013029667,0.000013029667
42,0.042,0.000013672975,0.000013672975,0.000013672975,0.000013672975,0.000013672975,-0.000013672975,0.000013672975,0.000013672975
43,0.043,0.000014331780,0.000014331780,0.000014331780,0.000014331780,0.000014331780,-0.000014331780,0.000014331780,0.000014331780
44,0.044,0.000015006082,0.000015006082,0.000015006082,0.000015006082,0.000015006082,-0.000015006082,0.000015006082,0.000015006082
45,0.045,0.000015695882,0.000015695882,0.000015695882,0.000015695882,0.000015695882,-0.000015695882,0.000015695882,0.000015695882
46,0.046,0.000016401179,0.000016401179,0.000016401179,0.000016401179,0.000016401179,-0.000016401179,0.000016401179,0.000016401179
47,0.047,0.000017121972,0.000017121972,0.000017121972,0.000017121972,0.000017121972,-0.000017121972,0.000017121972,0.000017121972
48,0.048,0.000017858262,0.000017858262,0.000017858262,0.000017858262,0.000017858262,-0.000017858262,0.000017858262,0.000017858262
49,0.049,0.000018610048,0.000018610048,0.000018610048,0.000018610048,0.000018610048,-0.000018610048,0.000018610048,0.000018610048
50,0.050,0.000019377329,0.000019377329,0.000019377329,0.000019377329,0.000019377329,-0.000019377329,0.000019377329,0.000019377329
51,0.051,0.000020160106,0.000020160106,0.000020160106,0.000020160106,0.000020160106,-0.000020160106,0.000020160106,0.000020160106
52,0.052,0.000020958379,0.000020958379,0.000020958379,0.000020958379,0.000020958379,-0.000020958379,0.000020958379,0.000020958379
53,0.053,0.000021772146,0.000021772146,0.000021772146,0.000021772146,0.000021772146,-0.000021772146,0.000021772146,0.000021772146
54,0.054,0.000022601407,0.000022601407,0.000022601407,0.000022601407,0.000022601407,-0.000022601407,0.000022601407,0.000022601407
55,0.055,0.000023446163,0.000023446163,0.000023446163,0.000023446163,0.000023446163,-0.000023446163,0.000023446163,0.000023446163
56,0.056,0.000024306413,0.000024306413,0.000024306413,0.000024306413,0.000024306413,-0.000024306413,0.000024306413,0.000024306413
57,0.057,0.000025182156,0.000025182156,0.000025182156,0.000025182156,0.000025182156,-0.000025182156,0.000025182156,0.000025182156
58,0.058,0.000026073393,0.000026073393,0.000026073393,0.000026073393,0.000026073393,-0.000026073393,0.000026073393,0.000026073393
59,0.059,0.000026980122,0.000026980122,0.000026980122,0.000026980122,0.000026980122,-0.000026980122,0.000026980122,0.000026980122
60,0.060,0.000027902344,0.000027902344,0.000027902344,0.000027902344,0.000027902344,-0.000027902344,0.000027902344,0.000027902344
61,0.061,0.000028840058,0.000028840058,0.000028840058,0.000028840058,0.000028840058,-0.000028840058,0.000028840058,0.000028840058
62,0.062,0.000029793264,0.000029793264,0.000029793264,0.000029793264,0.000029793264,-0.000029793264,0.000029793264,0.000029793264
63,0.063,0.000030761961,0.000030761961,0.000030761961,0.000030761961,0.000030761961,-0.000030761961,0.000030761961,0.000030761961
64,0.064,0.000031746149,0.000031746149,0.000031746149,0.000031746149,0.000031746149,-0.000031746149,0.000031746149,0.000031746149
65,0.065,0.000032745828,0.000032745828,0.000032745828,0.000032745828,0.000032745828,-0.000032745828,0.000032745828,0.000032745828
66,0.066,0.000033760997,0.000033760997,0.000033760997,0.000033760997,0.000033760997,-0.000033760997,0.000033760997,0.000033760997
67,0.067,0.000034791655,0.000034791655,0.000034791655,0.000034791655,0.000034791655,-0.000034791655,0.000034791655,0.000034791655
68,0.068,0.000035837804,0.000035837804,0.000035837804,0.000035837804,0.000035837804,-0.000035837804,0.000035837804,0.000035837804
69,0.069,0.000036899441,0.000036899441,0.000036899441,0.000036899441,0.000036899441,-0.000036899441,0.000036899441,0.000036899441
70,0.070,0.000037976566,0.000037976566,0.000037976566,0.000037976566,0.000037976566,-0.000037976566,0.000037976566,0.000037976566
71,0.071,0.000039069180,0.000039069180,0.000039069180,0.000039069180,0.000039069180,-0.000039069180,0.000039069180,0.000039069180
72,0.072,0.000040177282,0.000040177282,0.000040177282,0.000040177282,0.000040177282,-0.000040177282,0.000040177282,0.000040177282
73,0.073,0.000041300871,0.000041300871,0.000041300871,0.000041300871,0.000041300871,-0.000041300871,0.000041300871,0.000041300871
74,0.074,0.000042439946,0.000042439946,0.000042439946,0.000042439946,0.000042439946,-0.000042439946,0.000042439946,0.000042439946
75,0.075,0.000043594508,0.000043594508,0.000043594508,0.000043594508,0.000043594508,-0.000043594508,0.000043594508,0.000043594508
76,0.076,0.000044764556,0.000044764556,0.000044764556,0.000044764556,0.000044764556,-0.000044764556,0.000044764556,0.000044764556
77,0.077,0.000045950090,0.000045950090,0.000045950090,0.000045950090,0.000045950090,-0.000045950090,0.000045950090,0.000045950090
78,0.078,0.000047151108,0.000047151108,0.000047151108,0.000047151108,0.000047151108,-0.000047151108,0.000047151108,0.000047151108
79,0.079,0.000048367611,0.000048367611,0.000048367611,0.000048367611,0.000048367611,-0.000048367611,0.000048367611,0.000048367611
80,0.080,0.000049599598,0.000049599598,0.000049599598,0.000049599598,0.000049599598,-0.000049599598,0.000049599598,0.000049599598
81,0.081,0.000050847069,0.000050847069,0.000050847069,0.000050847069,0.000050847069,-0.000050847069,0.000050847069,0.000050847069
82,0.082,0.000052110022,0.000052110022,0.000052110022,0.000052110022,0.000052110022,-0.000052110022,0.000052110022,0.000052110022
83,0.083,0.000053388458,0.000053388458,0.000053388458,0.000053388458,0.000053388458,-0.000053388458,0.000053388458,0.000053388458
84,0.084,0.000054682377,0.000054682377,0.000054682377,0.000054682377,0.000054682377,-0.000054682377,0.000054682377,0.000054682377
85,0.085,0.000055991777,0.000055991777,0.000055991777,0.000055991777,0.000055991777,-0.000055991777,0.000055991777,0.000055991777
86,0.086,0.000057316657,0.000057316657,0.000057316657,0.000057316657,0.000057316657,-0.000057316657,0.000057316657,0.000057316657
87,0.087,0.000058657019,0.000058657019,0.000058657019,0.000058657019,0.000058657019,-0.000058657019,0.000058657019,0.000058657019
88,0.088,0.000060012860,0.000060012860,0.000060012860,0.000060012860,0.000060012860,-0.000060012860,0.000060012860,0.000060012860
89,0.089,0.000061384181,0.000061384181,0.000061384181,0.000061384181,0.000061384181,-0.000061384181,0.000061384181,0.000061384181
90,0.090,0.000062770980,0.000062770980,0.000062770980,0.000062770980,0.000062770980,-0.000062770980,0.000062770980,0.000062770980
91,0.091,0.000064173258,0.000064173258,0.000064173258,0.000064173258,0.000064173258,-0.000064173258,0.000064173258,0.000064173258
92,0.092,0.000065591014,0.000065591014,0.000065591014,0.000065591014,0.000065591014,-0.000065591014,0.000065591014,0.000065591014
93,0.093,0.000067024247,0.000067024247,0.000067024247,0.000067024247,0.000067024247,-0.000067024247,0.000067024247,0.000067024247
94,0.094,0.000068472957,0.000068472957,0.000068472957,0.000068472957,0.000068472957,-0.000068472957,0.000068472957,0.000068472957
95,0.095,0.000069937143,0.000069937143,0.000069937143,0.000069937143,0.000069937143,-0.000069937143,0.000069937143,0.000069937143
96,0.096,0.000071416804,0.000071416804,0.000071416804,0.000071416804,0.000071416804,-0.000071416804,0.000071416804,0.000071416804
97,0.097,0.000072911941,0.000072911941,0.000072911941,0.000072911941,0.000072911941,-0.000072911941,0.000072911941,0.000072911941
98,0.098,0.000074422551,0.000074422551,0.000074422551,0.000074422551,0.000074422551,-0.000074422551,0.000074422551,0.000074422551
99,0.099,0.000075948636,0.000075948636,0.000075948636,0.000075948636,0.000075948636,-0.000075948636,0.000075948636,0.000075948636
100,0.100,0.000077490193,0.000077490193,0.000077490193,0.000077490193,0.000077490193,-0.000077490193,0.000077490193,0.000077490193
101,0.101,0.000079047224,0.000079047224,0.000079047224,0.000079047224,0.000079047224,-0.000079047224,0.000079047224,0.000079047224
102,0.102,0.000080619726,0.000080619726,0.000080619726,0.000080619726,0.000080619726,-0.000080619726,0.000080619726,0.000080619726
103,0.103,0.000082207699,0.000082207699,0.000082207699,0.000082207699,0.000082207699,-0.000082207699,0.000082207699,0.000082207699
104,0.104,0.000083811143,0.000083811143,0.000083811143,0.000083811143,0.000083811143,-0.000083811143,0.000083811143,0.000083811143
105,0.105,0.000085430057,0.000085430057,0.000085430057,0.000085430057,0.000085430057,-0.000085430057,0.000085430057,0.000085430057
106,0.106,0.000087064441,0.000087064441,0.000087064441,0.000087064441,0.000087064441,-0.000087064441,0.000087064441,0.000087064441
107,0.107,0.000088714293,0.000088714293,0.000088714293,0.000088714293,0.000088714293,-0.000088714293,0.000088714293,0.000088714293
108,0.108,0.000090379613,0.000090379613,0.000090379613,0.000090379613,0.000090379613,-0.000090379613,0.000090379613,0.000090379613
109,0.109,0.000092060401,0.000092060401,0.000092060401,0.000092060401,0.000092060401,-0.000092060401,0.000092060401,0.000092060401
110,0.110,0.000093756656,0.000093756656,0.000093756656,0.000093756656,0.000093756656,-0.000093756656,0.000093756656,0.000093756656
111,0.111,0.000095468377,0.000095468377,0.000095468377,0.000095468377,0.000095468377,-0.000095468377,0.000095468377,0.000095468377
112,0.112,0.000097195563,0.000097195563,0.000097195563,0.000097195563,0.000097195563,-0.000097195563,0.000097195563,0.000097195563
113,0.113,0.000098938214,0.000098938214,0.000098938214,0.000098938214,0.000098938214,-0.000098938214,0.000098938214,0.000098938214
114,0.114,0.000100696329,0.000100696329,0.000100696329,0.000100696329,0.000100696329,-0.000100696329,0.000100696329,0.000100696329
115,0.115,0.000102469908,0.000102469908,0.000102469908,0.000102469908,0.000102469908,-0.000102469908,0.000102469908,0.000102469908
116,0.116,0.000104258949,0.000104258949,0.000104258949,0.000104258949,0.000104258949,-0.000104258949,0.000104258949,0.000104258949
117,0.117,0.000106063452,0.000106063452,0.000106063452,0.000106063452,0.000106063452,-0.000106063452,0.000106063452,0.000106063452
118,0.118,0.000107883416,0.000107883416,0.000107883416,0.000107883416,0.000107883416,-0.000107883416,0.000107883416,0.000107883416
119,0.119,0.000109718841,0.000109718841,0.000109718841,0.000109718841,0.000109718841,-0.000109718841,0.000109718841,0.000109718841
120,0.120,0.000111569726,0.000111569726,0.000111569726,0.000111569726,0.000111569726,-0.000111569726,0.000111569726,0.000111569726
121,0.121,0.000113436070,0.000113436070,0.000113436070,0.000113436070,0.000113436070,-0.000113436070,0.000113436070,0.000113436070
122,0.122,0.000115317872,0.000115317872,0.000115317872,0.000115317872,0.000115317872,-0.000115317872,0.000115317872,0.000115317872
123,0.123,0.000117215132,0.000117215132,0.000117215132,0.000117215132,0.000117215132,-0.000117215132,0.000117215132,0.000117215132
124,0.124,0.000119127848,0.000119127848,0.000119127848,0.000119127848,0.000119127848,-0.000119127848,0.000119127848,0.000119127848
125,0.125,0.000121056021,0.000121056021,0.000121056021,0.000121056021,0.000121056021,-0.000121056021,0.000121056021,0.000121056021
126,0.126,0.000122999649,0.000122999649,0.000122999649,0.000122999649,0.000122999649,-0.000122999649,0.000122999649,0.000122999649
127,0.127,0.000124958732,0.000124958732,0.000124958732,0.000124958732,0.000124958732,-0.000124958732,0.000124958732,0.000124958732
128,0.128,0.000126933269,0.000126933269,0.000126933269,0.000126933269,0.000126933269,-0.000126933269,0.000126933269,0.000126933269
129,0.129,0.000128923258,0.000128923258,0.000128923258,0.000128923258,0.000128923258,-0.000128923258,0.000128923258,0.000128923258
130,0.130,0.000130928700,0.000130928700,0.000130928700,0.000130928700,0.000130928700,-0.000130928700,0.000130928700,0.000130928700
131,0.131,0.000132949593,0.000132949593,0.000132949593,0.000132949593,0.000132949593,-0.000132949593,0.000132949593,0.000132949593
132,0.132,0.000134985937,0.000134985937,0.000134985937,0.000134985937,0.000134985937,-0.000134985937,0.000134985937,0.000134985937
133,0.133,0.000137037731,0.000137037731,0.000137037731,0.000137037731,0.000137037731,-0.000137037731,0.000137037731,0.000137037731
134,0.134,0.000139104974,0.000139104974,0.000139104974,0.000139104974,0.000139104974,-0.000139104974,0.000139104974,0.000139104974
135,0.135,0.000141187665,0.000141187665,0.000141187665,0.000141187665,0.000141187665,-0.000141187665,0.000141187665,0.000141187665
136,0.136,0.000143285803,0.000143285803,0.000143285803,0.000143285803,0.000143285803,-0.000143285803,0.000143285803,0.000143285803
137,0.137,0.000145399388,0.000145399388,0.000145399388,0.000145399388,0.000145399388,-0.000145399388,0.000145399388,0.000145399388
138,0.138,0.000147528419,0.000147528419,0.000147528419,0.000147528419,0.000147528419,-0.000147528419,0.000147528419,0.000147528419
139,0.139,0.000149672894,0.000149672894,0.000149672894,0.000149672894,0.000149672894,-0.000149672894,0.000149672894,0.000149672894
140,0.140,0.000151832814,0.000151832814,0.000151832814,0.000151832814,0.000151832814,-0.000151832814,0.000151832814,0.000151832814
141,0.141,0.000154008177,0.000154008177,0.000154008177,0.000154008177,0.000154008177,-0.000154008177,0.000154008177,0.000154008177
142,0.142,0.000156198982,0.000156198982,0.000156198982,0.000156198982,0.000156198982,-0.000156198982,0.000156198982,0.000156198982
143,0.143,0.000158405229,0.000158405229,0.000158405229,0.000158405229,0.000158405229,-0.000158405229,0.000158405229,0.000158405229
144,0.144,0.000160626916,0.000160626916,0.000160626916,0.000160626916,0.000160626916,-0.000160626916,0.000160626916,0.000160626916
145,0.145,0.000162864043,0.000162864043,0.000162864043,0.000162864043,0.000162864043,-0.000162864043,0.000162864043,0.000162864043
146,0.146,0.000165116609,0.000165116609,0.000165116609,0.000165116609,0.000165116609,-0.000165116609,0.000165116609,0.000165116609
147,0.147,0.000167384612,0.000167384612,0.000167384612,0.000167384612,0.000167384612,-0.000167384612,0.000167384612,0.000167384612
148,0.148,0.000169668053,0.000169668053,0.000169668053,0.000169668053,0.000169668053,-0.000169668053,0.000169668053,0.000169668053
149,0.149,0.000171966930,0.000171966930,0.000171966930,0.000171966930,0.000171966930,-0.000171966930,0.000171966930,0.000171966930
150,0.150,0.000174281242,0.000174281242,0.000174281242,0.000174281242,0.000174281242,-0.000174281242,0.000174281242,0.000174281242
151,0.151,0.000176610989,0.000176610989,0.000176610989,0.000176610989,0.000176610989,-0.000176610989,0.000176610989,0.000176610989
152,0.152,0.000178956169,0.000178956169,0.000178956169,0.000178956169,0.000178956169,-0.000178956169,0.000178956169,0.000178956169
153,0.153,0.000181316782,0.000181316782,0.000181316782,0.000181316782,0.000181316782,-0.000181316782,0.000181316782,0.000181316782
154,0.154,0.000183692826,0.000183692826,0.000183692826,0.000183692826,0.000183692826,-0.000183692826,0.000183692826,0.000183692826
155,0.155,0.000186084300,0.000186084300,0.000186084300,0.000186084300,0.000186084300,-0.000186084300,0.000186084300,0.000186084300
156,0.156,0.000188491205,0.000188491205,0.000188491205,0.000188491205,0.000188491205,-0.000188491205,0.000188491205,0.000188491205
157,0.157,0.000190913538,0.000190913538,0.000190913538,0.000190913538,0.000190913538,-0.000190913538,0.000190913538,0.000190913538
158,0.158,0.000193351298,0.000193351298,0.000193351298,0.000193351298,0.000193351298,-0.000193351298,0.000193351298,0.000193351298
159,0.159,0.000195804486,0.000195804486,0.000195804486,0.000195804486,0.000195804486,-0.000195804486,0.000195804486,0.000195804486
160,0.160,0.000198273099,0.000198273099,0.000198273099,0.000198273099,0.000198273099,-0.000198273099,0.000198273099,0.000198273099
161,0.161,0.000200757138,0.000200757138,0.000200757138,0.000200757138,0.000200757138,-0.000200757138,0.000200757138,0.000200757138
162,0.162,0.000203256600,0.000203256600,0.000203256600,0.000203256600,0.000203256600,-0.000203256600,0.000203256600,0.000203256600
163,0.163,0.000205771485,0.000205771485,0.000205771485,0.000205771485,0.000205771485,-0.000205771485,0.000205771485,0.000205771485
164,0.164,0.000208301792,0.000208301792,0.000208301792,0.000208301792,0.000208301792,-0.000208301792,0.000208301792,0.000208301792
165,0.165,0.000210847520,0.000210847520,0.000210847520,0.000210847520,0.000210847520,-0.000210847520,0.000210847520,0.000210847520
166,0.166,0.000213408668,0.000213408668,0.000213408668,0.000213408668,0.000213408668,-0.000213408668,0.000213408668,0.000213408668
167,0.167,0.000215985235,0.000215985235,0.000215985235,0.000215985235,0.000215985235,-0.000215985235,0.000215985235,0.000215985235
168,0.168,0.000218577219,0.000218577219,0.000218577219,0.000218577219,0.000218577219,-0.000218577219,0.000218577219,0.000218577219
169,0.169,0.000221184621,0.000221184621,0.000221184621,0.000221184621,0.000221184621,-0.000221184621,0.000221184621,0.000221184621
170,0.170,0.000223807438,0.000223807438,0.000223807438,0.000223807438,0.000223807438,-0.000223807438,0.000223807438,0.000223807438
171,0.171,0.000226445670,0.000226445670,0.000226445670,0.000226445670,0.000226445670,-0.000226445670,0.000226445670,0.000226445670
172,0.172,0.000229099316,0.000229099316,0.000229099316,0.000229099316,0.000229099316,-0.000229099316,0.000229099316,0.000229099316
173,0.173,0.000231768374,0.000231768374,0.000231768374,0.000231768374,0.000231768374,-0.000231768374,0.000231768374,0.000231768374
174,0.174,0.000234452844,0.000234452844,0.000234452844,0.000234452844,0.000234452844,-0.000234452844,0.000234452844,0.000234452844
175,0.175,0.000237152725,0.000237152725,0.000237152725,0.000237152725,0.000237152725,-0.000237152725,0.000237152725,0.000237152725
176,0.176,0.000239868015,0.000239868015,0.000239868015,0.000239868015,0.000239868015,-0.000239868015,0.000239868015,0.000239868015
177,0.177,0.000242598714,0.000242598714,0.000242598714,0.000242598714,0.000242598714,-0.000242598714,0.000242598714,0.000242598714
178,0.178,0.000245344819,0.000245344819,0.000245344819,0.000245344819,0.000245344819,-0.000245344819,0.000245344819,0.000245344819
179,0.179,0.000248106332,0.000248106332,0.000248106332,0.000248106332,0.000248106332,-0.000248106332,0.000248106332,0.000248106332
180,0.180,0.000250883249,0.000250883249,0.000250883249,0.000250883249,0.000250883249,-0.000250883249,0.000250883249,0.000250883249
181,0.181,0.000253675571,0.000253675571,0.000253675571,0.000253675571,0.000253675571,-0.000253675571,0.000253675571,0.000253675571
182,0.182,0.000256483295,0.000256483295,0.000256483295,0.000256483295,0.000256483295,-0.000256483295,0.000256483295,0.000256483295
183,0.183,0.000259306422,0.000259306422,0.000259306422,0.000259306422,0.000259306422,-0.000259306422,0.000259306422,0.000259306422
184,0.184,0.000262144949,0.000262144949,0.000262144949,0.000262144949,0.000262144949,-0.000262144949,0.000262144949,0.000262144949
185,0.185,0.000264998876,0.000264998876,0.000264998876,0.000264998876,0.000264998876,-0.000264998876,0.000264998876,0.000264998876
186,0.186,0.000267868201,0.000267868201,0.000267868201,0.000267868201,0.000267868201,-0.000267868201,0.000267868201,0.000267868201
187,0.187,0.000270752924,0.000270752924,0.000270752924,0.000270752924,0.000270752924,-0.000270752924,0.000270752924,0.000270752924
188,0.188,0.000273653043,0.000273653043,0.000273653043,0.000273653043,0.000273653043,-0.000273653043,0.000273653043,0.000273653043
189,0.189,0.000276568557,0.000276568557,0.000276568557,0.000276568557,0.000276568557,-0.000276568557,0.000276568557,0.000276568557
190,0.190,0.000279499465,0.000279499465,0.000279499465,0.000279499465,0.000279499465,-0.000279499465,0.000279499465,0.000279499465
191,0.191,0.000282445766,0.000282445766,0.000282445766,0.000282445766,0.000282445766,-0.000282445766,0.000282445766,0.000282445766
192,0.192,0.000285407458,0.000285407458,0.000285407458,0.000285407458,0.000285407458,-0.000285407458,0.000285407458,0.000285407458
193,0.193,0.000288384541,0.000288384541,0.000288384541,0.000288384541,0.000288384541,-0.000288384541,0.000288384541,0.000288384541
194,0.194,0.000291377013,0.000291377013,0.000291377013,0.000291377013,0.000291377013,-0.000291377013,0.000291377013,0.000291377013
195,0.195,0.000294384874,0.000294384874,0.000294384874,0.000294384874,0.000294384874,-0.000294384874,0.000294384874,0.000294384874
196,0.196,0.000297408121,0.000297408121,0.000297408121,0.000297408121,0.000297408121,-0.000297408121,0.000297408121,0.000297408121
197,0.197,0.000300446754,0.000300446754,0.000300446754,0.000300446754,0.000300446754,-0.000300446754,0.000300446754,0.000300446754
198,0.198,0.000303500772,0.000303500772,0.000303500772,0.000303500772,0.000303500772,-0.000303500772,0.000303500772,0.000303500772
199,0.199,0.000306570172,0.000306570172,0.000306570172,0.000306570172,0.000306570172,-0.000306570172,0.000306570172,0.000306570172
200,0.200,0.000309654955,0.000309654955,0.000309654955,0.000309654955,0.000309654955,-0.000309654955,0.000309654955,0.000309654955
201,0.201,0.000312755119,0.000312755119,0.000312755119,0.000312755119,0.000312755119,-0.000312755119,0.000312755119,0.000312755119
202,0.202,0.000315870663,0.000315870663,0.000315870663,0.000315870663,0.000315870663,-0.000315870663,0.000315870663,0.000315870663
203,0.203,0.000319001585,0.000319001585,0.000319001585,0.000319001585,0.000319001585,-0.000319001585,0.000319001585,0.000319001585
204,0.204,0.000322147884,0.000322147884,0.000322147884,0.000322147884,0.000322147884,-0.000322147884,0.000322147884,0.000322147884
205,0.205,0.000325309559,0.000325309559,0.000325309559,0.000325309559,0.000325309559,-0.000325309559,0.000325309559,0.000325309559
206,0.206,0.000328486609,0.000328486609,0.000328486609,0.000328486609,0.000328486609,-0.000328486609,0.000328486609,0.000328486609
207,0.207,0.000331679032,0.000331679032,0.000331679032,0.000331679032,0.000331679032,-0.000331679032,0.000331679032,0.000331679032
208,0.208,0.000334886827,0.000334886827,0.000334886827,0.000334886827,0.000334886827,-0.000334886827,0.000334886827,0.000334886827
209,0.209,0.000338109994,0.000338109994,0.000338109994,0.000338109994,0.000338109994,-0.000338109994,0.000338109994,0.000338109994
210,0.210,0.000341348530,0.000341348530,0.000341348530,0.000341348530,0.000341348530,-0.000341348530,0.000341348530,0.000341348530
211,0.211,0.000344602434,0.000344602434,0.000344602434,0.000344602434,0.000344602434,-0.000344602434,0.000344602434,0.000344602434
212,0.212,0.000347871706,0.000347871706,0.000347871706,0.000347871706,0.000347871706,-0.000347871706,0.000347871706,0.000347871706
213,0.213,0.000351156343,0.000351156343,0.000351156343,0.000351156343,0.000351156343,-0.000351156343,0.000351156343,0.000351156343
214,0.214,0.000354456345,0.000354456345,0.000354456345,0.000354456345,0.000354456345,-0.000354456345,0.000354456345,0.000354456345
215,0.215,0.000357771710,0.000357771710,0.000357771710,0.000357771710,0.000357771710,-0.000357771710,0.000357771710,0.000357771710
216,0.216,0.000361102437,0.000361102437,0.000361102437,0.000361102437,0.000361102437,-0.000361102437,0.000361102437,0.000361102437
217,0.217,0.000364448524,0.000364448524,0.000364448524,0.000364448524,0.000364448524,-0.000364448524,0.000364448524,0.000364448524
218,0.218,0.000367809971,0.000367809971,0.000367809971,0.000367809971,0.000367809971,-0.000367809971,0.000367809971,0.000367809971
